"Timestamp","gforcexavg","gforcexstdev","gforcexmax","gforcexmin","gforcexmaxamp","gforcexmaxfreq","tgforcexmaxamp","tgforcexmaxfreq","gforcexenergy","gforcexentropy","gforceyavg","gforceystdev","gforceystmax","gforceystmin","gforceymaxamp","gforceymaxfreq","tgforceymaxamp","tgforceymaxfreq","gforceyenergy","gforceyentropy","gforcezavg","gforcezstdev","gforcezstmax","gforcezstmin","gforcezmaxamp","gforcezmaxfreq","tgforcezmaxamp","tgforcezmaxfreq","gforcezenergy","gforcezentropy","linaccxavg","linaccxstdev","linaccxmax","linaccxmin","linaccxmaxamp","linaccxmaxfreq","tlinaccxmaxamp","tlinaccxmaxfreq","linaccxenergy","linaccxentropy","linaccyavg","linaccystdev","linaccymax","linaccymin","linaccymaxamp","linaccymaxfreq","tlinaccymaxamp","tlinaccymaxfreq","linaccyenergy","linaccyentropy","linacczavg","linacczstdev","linacczmax","linacczmin","linacczmaxamp","linacczmaxfreq","tlinacczmaxamp","tlinacczmaxfreq","linacczenergy","linacczentropy","linaccavg","linaccstdev","linaccmax","linaccmin","linaccmaxamp","linaccmaxfreq","tlinaccmaxamp","tlinaccmaxfreq","linaccenergy","linaccentropy","speedavg","speedstdev","speedmax","speedmin","gyroxavg","gyroxstdev","gyroxmax","gyroxmin","gyroxmaxamp","gyroxmaxfreq","tgyroxmaxamp","tgyroxmaxfreq","gyroxenergy","gyroxentropy","gyroyavg","gyroystdev","gyroymax","gyroymin","gyroymaxamp","gyroymaxfreq","tgyroymaxamp","tgyroymaxfreq","gyroyenergy","gyroyentropy","gyrozavg","gyrozstdev","gyrozmax","gyrozmin","gyrozmaxamp","gyrozmaxfreq","tgyrozmaxamp","tgyrozmaxfreq","gyrozenergy","gyrozentropy","sampleno","Action"
137,0.4545,0.116553598358535,0.7396,0.2029,1.18478483399793,0.75,1.35519987383923,2.24513233772039,3.67097580487804,1.42249311888553,-0.77629375,0.0614891017750038,-0.6041,-0.879,0.676659744559694,0.25,0.676659744559694,0.5,1.93666268616917,1.44091552848216,0.389671875,0.0599328184874935,0.5711,0.2915,0.717656507666951,3.5,0.717656507666951,3.75,1.88764593872898,1.41900857329902,0.1325,0.671277314936522,1.4832,-1.6531,8.14551110719339,1.5,8.49550525824233,1.63272702701802,21.1425714538227,1.45194541681656,-0.205525,0.448999363459567,0.9652,-0.9618,5.70682981205129,1.75,5.97518814702076,1.73142947565457,14.1416980932277,1.3271604198794,-0.3258125,0.293930946191503,0.4617,-0.7092,3.45849072181594,0.25,3.45849072181594,0.5,9.25765833891055,1.42079745722712,0.83735334337524,0.431432684796261,1.8426838361477,0.362767708044694,7.89107474400608,0.25,7.89107474400608,0.5,13.5884174287673,1.27785402618603,2.954999985,0.231739603253591,3.25,2.6099999,-0.08168125,0.22885778431932,0.4464,-0.6496,3.650346964987,0.75,3.65220965638219,1.00776269989219,7.20811198303689,1.36007258107623,0.200925,0.332441010047332,0.8631,-0.6274,4.77012497878154,0.75,4.77335931645171,1.00993881432096,10.4705725230285,1.35213360109653,-0.148809375,0.239592580744863,0.2643,-0.7791,2.88747989105336,0.75,3.05492316507819,0.827899519797783,7.54621546935946,1.35213360109653,32,"Bike"
139,0.4397,0.15278319025929,0.7542,0.0991,1.81656902550744,0.25,1.81656902550744,0.5,4.81206417247318,1.42039939793687,-0.7734,0.0938076996633487,-0.6041,-1.0619,1.21575179079672,0.25,1.21575179079672,0.5,2.95457026316857,1.44983719072811,0.39815,0.0565956056655034,0.5711,0.2869,0.463412639301383,2.75,0.463412639301383,3,1.78253697857856,1.45513422875274,0.27738125,0.855862851327395,1.623,-1.6531,7.00715526083247,0.75,7.03895154753573,1.13782558791017,26.9562833217044,1.44808303829604,-0.17069375,0.563985700423564,1.0466,-0.9618,6.74048110558133,1,6.74310792101844,1.22934143574478,17.7633113838608,1.38051581778662,-0.399690625,0.372602158634316,0.4617,-0.9242,5.20010081628764,0.5,5.20010081628764,0.75,11.7354893238416,1.4181358048365,1.1190453718797,0.413714633283821,1.93297427815271,0.38692512195514,5.95341627062944,0.5,5.95341627062944,0.75,13.0303691202829,1.40249343300795,3.0699999325,0.303527647377603,3.33999991,2.6099999,-0.189196875,0.257561061328183,0.4464,-0.6496,4.32096358546777,0.75,4.32096358546777,1,8.1121512997478,1.34492628866921,0.329709375,0.340411642990465,0.8631,-0.6274,5.07695113431522,0.75,5.57744956482354,1.21446643055052,10.7216158292489,1.36073090792198,-0.183203125,0.243112508780201,0.2998,-0.7791,2.86646879609061,0.5,2.90228600250469,0.885773993200365,7.65707923362427,1.36073090792198,32,"Bike"
141,0.4086375,0.136729798885341,0.7542,0.0991,1.79467605673822,0.5,1.79467605673822,0.75,4.30644605214091,1.42832304810833,-0.808796875,0.122176481249725,-0.6202,-1.225,1.31897731549313,0.5,1.31897731549313,0.75,3.84807430151758,1.4176425674905,0.401175,0.0508123111828417,0.4913,0.2869,0.519627406253116,1,0.519634559225271,1.24428563438893,1.60038615340173,1.4415896341871,0.274,0.939399338973855,2.309,-1.1333,15.2296258375608,0.5,15.6569358601107,0.842013401265812,29.5873511676865,1.2995306167479,-0.23930625,0.639983988679505,1.0466,-1.4623,9.23535880130786,0.5,9.58428124262416,0.867371488570783,20.1569558644156,1.3452291338286,-0.526515625,0.355800294755336,0.083,-1.1657,4.79738120985438,0.5,4.79738120985438,0.75,11.206297289917,1.36770413009848,1.25562600787353,0.462562117790182,2.41478762006103,0.38692512195514,4.05700291920109,0.75,4.05700291920109,1,14.5688710307979,1.44098381083001,2.794999955,0.64611990789686,3.33999991,1.77999997,-0.185015625,0.269196152382721,0.1622,-0.6797,4.7391015846843,0.5,5.07176531885132,0.875164180364472,8.47861049406092,1.27842405359323,0.314215625,0.290854499828633,0.8126,-0.3105,5.03473529423212,0.5,11.348146723672,1.97381971326436,9.1607624873697,1.37143570930481,-0.1394,0.233068872556673,0.3214,-0.5839,4.11871508557667,0.5,4.75965640048865,0.978043779326898,7.34074455079319,1.37143570930481,32,"Bike"
143,0.436303125,0.110619652003042,0.6551,0.1861,1.47057891293675,0.5,1.99100584618696,1.23997964180737,3.48408004356961,1.4240653834869,-0.7866625,0.11994051146432,-0.6466,-1.225,1.63562967145467,0.5,3.51318404575678,2.12769988031904,3.77765012673223,1.38348410029429,0.392128125,0.0629255229738479,0.4913,0.2598,0.538773738848384,1.75,0.54307810811989,2.38124881088489,1.98190425348956,1.44789184663961,-0.15644375,1.04183121409821,2.309,-1.5656,18.27148923926,0.5,19.4169217547098,0.867791879199099,32.8135487328024,1.28048677428097,-0.32205,0.734169090130622,0.9729,-1.6304,12.4563855527059,0.5,12.4563855527059,0.75,23.1234127861784,1.34038585459877,-0.36256875,0.414527988422355,0.3343,-1.1657,4.75895180840541,0.5,4.89507968109602,0.868755267121453,13.0559865793436,1.37911453921403,1.34427762606869,0.445979064662576,2.41478762006103,0.195190906550485,5.97919508323449,1.25,6.86258065275738,2.29982902801874,14.0465706671902,1.42082753463665,1.8725000025,0.517182197770112,2.73000002,1.49000001,-0.100346875,0.274106987570694,0.3087,-0.6797,3.91522296187342,0.5,3.9661267667378,0.804272941206999,8.63328231381321,1.27040868560292,0.1823125,0.306650624726514,0.8126,-0.3105,4.18206298329001,0.5,4.40629229429333,0.64521764757037,9.65827773466885,1.35366054786926,-0.123578125,0.301110037473577,0.396,-0.5839,5.93718821663206,0.5,5.93718821663206,0.75,9.48377122404373,1.35366054786926,32,"Bike"
145,0.449734375,0.113219460339629,0.6668,0.219,1.27660131084382,0.5,1.27660131084382,0.75,3.56596368882242,1.42010715431637,-0.7563125,0.0889673689727615,-0.6229,-0.9747,1.29826739201753,0.5,2.1603872329185,2.05891625988475,2.80211905528655,1.34647063237133,0.389159375,0.0623084774399688,0.525,0.2598,0.619161400286539,0.75,0.946827385022466,2.40873551392954,1.96246976792001,1.42718590385469,-0.389790625,0.831608586729465,1.2051,-1.5656,13.6971345263505,0.5,14.5768443492185,0.873051624855144,26.1923702400146,1.35545467855667,-0.29635625,0.680828752064054,0.9729,-1.6304,10.5819981917946,0.5,10.5819981917946,0.75,21.443403818424,1.34778786509113,-0.1660875,0.358522476687756,0.3481,-0.913,5.68188400673375,0.75,5.68188400673375,1,11.2920352177984,1.36577682252455,1.18126922456466,0.345256689972091,1.92460750544104,0.195190906550485,3.42194582473909,0.25,3.42194582473909,0.5,10.874215581582,1.45966166339268,1.49000001,0,1.49000001,1.49000001,0.014665625,0.229384322676855,0.3166,-0.4489,3.47324945830341,0.5,3.60761372060735,0.85645160736839,7.22469585172967,1.36100023249785,0.005040625,0.277537280099013,0.481,-0.5361,5.25865994709317,0.5,5.27055464611252,0.735593759777367,8.7413229153258,1.2975232394434,-0.06105625,0.27910968238022,0.396,-0.4843,4.8639639427963,0.5,4.86400491092818,0.750970578520579,8.79084734709914,1.2975232394434,32,"Bike"
147,0.412471875,0.126956348186131,0.6668,0.1978,1.45380398290206,1,1.47362561029782,1.10668191032114,3.99862114109351,1.39975705533222,-0.764671875,0.0898664142451127,-0.6099,-0.9115,1.16197672979175,0.5,1.16197672979175,0.75,2.8304354135009,1.42930133363851,0.400896875,0.0590398907485166,0.525,0.2705,0.660963142557684,1,0.660963142557684,1.25,1.85952225853847,1.40686368854404,-0.350275,0.793458622211197,1.2547,-1.4129,11.6524912964734,0.25,11.6524912964734,0.5,24.9907977559741,1.29045033326891,-0.392234375,0.608178868855354,0.9246,-1.2228,8.10075513713141,0.25,8.10075513713141,0.5,19.1552208086986,1.33787425177768,-0.206396875,0.441844822040627,0.6162,-1.2051,5.79954194013649,0.75,5.97065164790522,0.924535331297874,13.916358431357,1.3977013891032,1.17335988004982,0.320833922491667,1.73556273582951,0.503598014293146,3.4330078539266,0.75,3.44225508057069,1.1054546741715,10.1049953277979,1.42184978896925,1.180000005,0.314960320040477,1.49000001,0.87,0.0338125,0.215944995610068,0.3166,-0.3762,3.89382307253645,0.5,3.89834163217625,0.739020512015744,6.80141038314848,1.30313160519398,0.00784375,0.388755382858698,0.5291,-0.9355,6.83808091913252,0.5,6.8622166237366,0.769772757007279,12.2442517827755,1.30539746878677,-0.10621875,0.277007256732126,0.4025,-0.5976,3.86834631574039,0.25,3.86834631574039,0.5,8.72462928266869,1.30539746878677,32,"Bike"
149,0.386153125,0.114105474648494,0.5992,0.1978,1.41002835711383,0.5,1.41002835711383,0.75,3.59386962340038,1.42324588497622,-0.785534375,0.0890898988133027,-0.6099,-0.9498,1.32018822924932,0.5,1.32032808631986,0.746612603721619,2.80597825900344,1.43138061943495,0.401784375,0.0620003335546438,0.5225,0.2705,0.70795458162858,0.75,0.70795458162858,1,1.9527644584025,1.41922458297156,-0.090484375,0.945438378302541,1.5405,-1.4129,17.0926598896614,0.5,18.093451591033,0.857164285569733,29.7775569405887,1.32600463948182,-0.263465625,0.693154452652405,1.0604,-1.2228,9.29748111208167,0.5,9.29748111208167,0.75,21.8316144723655,1.36800089215656,-0.179478125,0.481090258941068,0.6162,-1.2051,6.99385845621378,0.75,6.99385845621378,1,15.1524339480494,1.34101486174923,1.24225297709593,0.355173393305716,1.79015897338756,0.454031430630083,3.98151641056628,0.25,3.98151641056628,0.5,11.1865523821148,1.38304177052547,0.9549999975,0.122025894977917,1.15999997,0.87,-0.04879375,0.23913789103239,0.2911,-0.4993,4.14599879915561,0.5,4.16585851754621,0.727780423839783,7.53189454785448,1.34733238575846,0.080584375,0.416720376665971,0.7291,-0.9355,6.45549125246295,0.5,6.49284222184133,0.777863618369926,13.1250381085161,1.34562310979411,-0.104390625,0.320546933164064,0.4063,-0.5976,4.84873443127916,0.5,4.84873443127916,0.75,10.0959563028967,1.34562310979411,32,"Bike"
151,0.40435,0.127757782415561,0.6175,0.1729,1.99789690506436,0.5,1.99867663306498,0.743278916007188,4.02386313882567,1.37621734209199,-0.785778125,0.086910750418498,-0.6409,-0.9498,1.27380504539721,0.5,1.70322204152513,1.30905753972758,2.73734373252611,1.41023925452282,0.408121875,0.0617177536771358,0.5225,0.2881,0.716978741579664,0.5,0.716978741579664,0.75,1.94386431368036,1.4103711237151,0.089709375,0.906731633790134,1.5405,-1.2929,15.5851349820041,0.5,15.5887517919922,0.755305873530672,28.5584480963164,1.28902241616696,-0.09166875,0.666110260870598,1.0604,-0.9694,9.74737944752636,0.5,9.88278428181943,0.801748237544615,20.9798297562206,1.26203221637416,-0.130696875,0.402572128968434,0.3501,-1.0227,5.7157033014749,0.75,5.7157033014749,1,12.6794244534206,1.36311205584654,1.15104525764073,0.308057939439815,1.79015897338756,0.454031430630083,3.19574771300016,2,3.19574771300016,2.25,9.70260256320381,1.4151568216105,1.1725,0.227340847868742,1.52999997,0.92000002,-0.064096875,0.227452566461492,0.2108,-0.4993,3.64849318148892,0.5,3.7068926526132,0.7982429692964,7.16385319712792,1.27585529654338,0.082503125,0.339048574390707,0.7291,-0.4972,5.28171828168673,0.5,5.49890772682709,0.825498778984839,10.6786845776996,1.28735023993717,-0.00318437500000001,0.30308541126583,0.4321,-0.4778,5.32461798316362,0.5,5.32465104208827,0.750829436958535,9.54598765922102,1.28735023993717,32,"Bike"
153,0.423353125,0.129158921823827,0.6175,0.1729,1.50542296587069,0.5,1.53917857005679,0.849386009236955,4.06799346975877,1.38486767260709,-0.772925,0.101975405004376,-0.5826,-0.9549,1.18858419846037,0.75,1.30436763817132,1.36770205708467,3.21182056783999,1.44188914578405,0.403796875,0.0537713527541955,0.5157,0.2888,0.669983227764106,0.75,0.798431263073484,1.63277533050534,1.69358421993121,1.39009221756836,0.044003125,0.935126408389443,1.9074,-1.1543,14.1059991402629,0.5,14.1920095184463,0.783895722544876,29.4527708114194,1.27042006503197,-0.07240625,0.693129646178325,1.2905,-0.9694,10.040619130637,0.75,10.040619130637,1,21.8308331668766,1.33003137635067,-0.03140625,0.389922297418593,0.6204,-0.7525,7.47897647299844,0.75,8.01427766604022,1.22634857711422,12.2810049605071,1.32804580496681,1.1376752552792,0.423439999284401,2.17728939050371,0.405423642625834,6.54851084212138,1.25,6.55431329311698,1.48906284588394,13.3366795541477,1.34102913186351,1.4699999975,0.32977021270439,1.96000004,1.08000004,-0.0371375,0.20805318450013,0.4624,-0.3668,2.85563750649573,0.5,2.87455201769572,0.789654338306335,6.55284965186902,1.32115963304904,0.04696875,0.261859252317335,0.6037,-0.3778,4.06223143382851,0.5,4.23459514830964,0.896897764121938,8.24752725851815,1.32188166174733,0.048984375,0.317396637083405,0.6561,-0.439,4.31981082149427,0.5,4.33823883265746,0.711390098268725,9.99673447831841,1.32188166174733,32,"Bike"
155,0.445484375,0.117195381691939,0.6407,0.2134,1.8727812836962,0.5,1.87584774849235,0.763213316463054,3.6911894329606,1.38033998156239,-0.777396875,0.100977865617956,-0.5826,-0.9588,1.32000175011563,0.5,1.32000175011563,0.75,3.18040203590678,1.35585111185042,0.396559375,0.0579364104101184,0.4881,0.2696,0.756142965357769,0.75,0.756142965357769,1,1.82476700704501,1.40546632353513,-0.01114375,0.974216169936698,1.9074,-1.0798,16.9639580927175,0.5,17.0313948531569,0.771934698868602,30.6839431722847,1.26025719976882,-0.08955,0.711974496643642,1.2905,-0.9689,11.8656865804245,0.5,12.0564711418877,0.794967302990532,22.4243711706705,1.2934082692014,0.049496875,0.391366474147561,0.7063,-0.6102,5.84206184985491,0.75,5.84390047946376,0.993032999837172,12.3264907962485,1.31794368518538,1.16093237229094,0.478400839253154,2.17728939050371,0.394767792505924,6.85082622214698,1.25,6.91591955040309,1.41754347781605,15.0677279008528,1.34840870839633,1.5324999975,0.289816429129802,1.96000004,1.24000001,0.002775,0.252181900555416,0.4624,-0.3884,4.11658762733934,0.5,4.11688334613554,0.753113657812622,7.94272908262645,1.31459934802521,-0.01123125,0.29000821394096,0.5435,-0.5936,4.31827937366596,0.5,4.44070310628381,0.849127952961349,9.13410784039689,1.33613109892022,0.035778125,0.302405057064703,0.6561,-0.439,4.81616765418118,0.5,4.81616765418118,0.75,9.52455920187386,1.33613109892022,32,"Bike"
157,0.413128125,0.178157922396115,0.6407,-0.3096,2.11224834808397,0.5,2.11851942859739,0.78721768172242,5.61126753505837,1.42770020722004,-0.7619,0.102985617536406,-0.5596,-0.9969,1.14162988856918,0.75,1.14162988856918,1,3.24363825356651,1.40235949895928,0.41273125,0.0579304724397857,0.4952,0.2696,0.616103112712179,0.75,0.616103112712179,1,1.82457998454439,1.4307470996801,-0.29435,0.835533830515248,1.5811,-1.38,13.1300574984643,0.25,13.1300574984643,0.5,26.3159998419213,1.37880869192661,-0.258315625,0.570916690216128,1.0331,-0.9477,7.44800899197061,0.25,7.44800899197061,0.5,17.9816100566662,1.33046346897478,-0.03815,0.40551998956338,0.7063,-0.6102,7.90734297517216,0.75,7.90734297517216,1,12.772270363565,1.30479546684059,1.08260442492835,0.37213964435922,1.88869723089753,0.394767792505924,4.28925804686028,1,4.29863345050847,1.30648904160485,11.7209219596658,1.35719579171291,1.47750002,0.154481440497119,1.62,1.24000001,0.0538875,0.233084983463391,0.416,-0.3884,3.28688577109983,0.5,3.31256298718004,0.834244288680594,7.3412519804186,1.28336769836454,-0.0653625,0.358173873572148,0.5435,-0.5936,4.8342237221339,0.5,4.89911652051011,0.859259725201988,11.2810556030896,1.32904999373922,-0.06540625,0.230783905260786,0.4314,-0.3904,3.03464284820661,0.25,3.03464284820661,0.5,7.26877714887449,1.32904999373922,32,"Bike"
159,0.36079375,0.165991748604678,0.6006,-0.3096,1.47322516113182,0.25,1.49770969774805,0.604480897098991,5.2280813421369,1.45220767056664,-0.793371875,0.129325768293709,-0.5596,-1.2069,1.58414690066975,0.25,1.58414690066975,0.5,4.07324847142916,1.36710633988325,0.413540625,0.0565660382514786,0.5477,0.3128,0.604608920347754,3.5,1.09355933032812,2.48327504528382,1.78160572237518,1.44914312197078,-0.163075,0.790439731435774,1.3874,-1.38,10.205787371773,0.5,10.2074592950274,0.732237495196817,24.8957146770282,1.36713267256132,-0.152821875,0.568058578723081,1.0002,-0.9477,6.80329874749045,0.5,6.81706123888938,0.784304003203895,17.891590887062,1.29918634933147,-0.01295625,0.342948515780148,0.5527,-0.5668,6.19498649697861,0.75,8.46270521276845,1.36849157258656,10.8015172545342,1.33138393742907,0.968776110101466,0.384745977442071,1.71963412678395,0.319965716913547,5.14196942474922,0.25,5.14196942474922,0.5,12.117971423493,1.36940739347688,1.55250001,0.123680140007438,1.73000002,1.42999995,0.04316875,0.185715158999631,0.2957,-0.2434,2.55268144940686,0.5,2.55330412674868,0.765490605580227,5.84929049714579,1.34940164555219,-0.106225,0.321077617990095,0.5435,-0.5215,3.70864334890072,0.5,3.726039949776,0.802718618647518,10.1126707688919,1.35746044843548,-0.0231625,0.268326217864651,0.5287,-0.3634,3.54836421011624,0.25,3.54836421011624,0.5,8.4512110090803,1.35746044843548,32,"Bike"
161,0.39275,0.134308659918236,0.7313,0.1865,2.15954550651727,0.25,2.15954550651727,0.5,4.23018978297664,1.3677340627917,-0.807796875,0.127788601855224,-0.5909,-1.2069,1.52075576269147,0.25,1.52075576269147,0.5,4.02483382886797,1.41161254546242,0.412340625,0.0623645156519314,0.5477,0.3128,0.703054007467792,0.75,1.00976825375627,2.3673506702541,1.96423474920896,1.40293736204743,0.202740625,0.798174757265024,1.3874,-1.1885,13.5032880501883,0.25,13.5032880501883,0.5,25.1393372941691,1.29783608432473,0.0256625,0.655123220495395,1.075,-1.1208,9.50766043941054,0.75,9.50766043941054,1,20.6337815865149,1.30089551831424,-0.034734375,0.327561328027213,0.4233,-0.5956,5.54257657367393,0.75,7.89469019363767,1.4863252404915,10.3168819044322,1.36104956220332,1.01110060719347,0.403259280566604,1.66186204301079,0.319965716913547,4.28984885506957,0.5,4.29460508471881,0.766420729129273,12.7010670017991,1.45218636210805,1.7449999775,0.249954805669792,2.11999989,1.42999995,-0.0144125,0.180325651208781,0.2644,-0.3155,3.00313212705436,0.25,3.00313212705436,0.5,5.679542390017,1.29789835601509,0.020275,0.31049569110303,0.5933,-0.5215,4.36107996442286,0.25,4.79574803862649,0.71577637951904,9.779382066368,1.30717621126018,0.093415625,0.327867770464366,0.603,-0.4075,4.47594767243088,0.75,4.47594767243088,1,10.3265336250845,1.30717621126018,32,"Bike"
163,0.449075,0.137018687211494,0.7313,0.2141,1.74090876134774,0.5,1.74645669605501,0.709130303003531,4.31554488796027,1.38551606117805,-0.757596875,0.0996327886318782,-0.5909,-0.9437,1.3467526206212,0.25,1.3467526206212,0.5,3.13803744878865,1.28277067875113,0.42425,0.0508929109709473,0.5235,0.3245,0.670801709909754,0.75,0.687776836962176,0.910629036162076,1.60292472686649,1.39126926156688,0.10243125,0.741580979171766,1.2902,-1.1885,9.74567591942129,0.5,10.0315229079248,0.858000458769948,23.3568578768635,1.34550748971413,-0.011609375,0.642487512799138,1.075,-1.1208,9.03269519855432,0.75,9.03269519855432,1,20.2358069389387,1.33585199778441,-0.134784375,0.375749184627171,0.4233,-0.8546,7.03202246179336,0.75,7.03202246179336,1,11.8346081536315,1.32460152000164,0.986646314565566,0.35884448058042,1.66186204301079,0.44667282209689,5.59650368198082,0.25,5.59650368198082,0.5,11.3021770625436,1.37704430103275,1.7924999859375,0.227567748342088,2.11999989,1.37,-0.045375,0.169138959858264,0.2038,-0.3155,2.14295089188902,0.75,2.14295089188902,1,5.32720600690456,1.34959020654902,0.1075,0.242993557594143,0.5933,-0.2936,2.93169784957422,0.75,2.95701259815014,0.953511274857786,7.6533327433217,1.4007554107205,0.00785,0.353791975510304,0.603,-0.5652,4.39619122284226,0.75,4.39619122284226,1,11.1430432037213,1.4007554107205,32,"Bike"
165,0.438865625,0.156073331832425,0.713,0.0657,2.01994122592964,0.5,3.02435778549867,1.99796276481429,4.91569057508709,1.41751480921942,-0.778184375,0.09561653288468,-0.6248,-0.9425,1.55189919826538,0.5,1.88245653398008,1.16070517470904,3.01154133127872,1.3230179821788,0.411415625,0.0522862290472728,0.5433,0.315,0.445265036578498,3.25,0.445265036578498,3.5,1.64680871688244,1.41905939468969,-0.03031875,0.70844388055453,2.0459,-0.9068,10.313980566606,0.5,10.5712989612476,0.681588853141084,22.3131707751274,1.34650021352621,-0.108990625,0.689162384703286,1.0208,-1.5633,11.0611029302991,0.5,11.3575836189988,0.838077648191439,21.7058801745057,1.29657480021817,-0.19474375,0.365416167463275,0.4118,-0.9831,4.06704216054909,0.5,4.28006633072841,0.953518425033899,11.5091591195882,1.39796670181947,0.958548556709905,0.462894703826156,2.05371658463382,0.34879773508439,4.99635467701821,0.75,5.01368044787715,1.0724802633555,14.5793461710621,1.40349243867195,1.4250000059375,0.314509347145575,1.84000003,0.98000002,-0.03896875,0.186760305994505,0.2947,-0.3275,3.04948938244471,1,3.04948938244471,1.25,5.88220847981436,1.34417688069748,0.0844375,0.146469155070604,0.3982,-0.2936,1.84884193107133,1,1.84884193107133,1.25,4.61319712130318,1.37618332056221,-0.07525625,0.394795175100023,0.5051,-0.9037,7.32719047494765,0.5,7.3277197796516,0.747367162158417,12.4344812694378,1.37618332056221,32,"Bike"
167,0.419209375,0.155629938158472,0.713,0.0657,2.38104570364313,0.5,2.38104570364313,0.75,4.9017254339671,1.37044638604356,-0.80971875,0.0969972844232449,-0.6248,-1.0309,1.68380506051522,0.5,1.68380506051522,0.75,3.05502952522557,1.31482165061459,0.405640625,0.0500112623404678,0.5433,0.315,0.57543151121575,3.25,0.616509239524728,2.72404172570681,1.57515629383246,1.40793932664088,-0.0867625,0.784719240012096,2.0459,-1.0906,14.4704808024593,0.5,14.4704808024593,0.75,24.7155418989752,1.3157969947383,-0.290478125,0.625981414098191,1.0208,-1.5633,11.4889997933626,0.5,11.4889997933626,0.75,19.7159303343768,1.30623851653424,-0.15170625,0.313793058926811,0.4573,-0.9831,3.45400911813838,0.5,3.5924694496957,0.912504443886418,9.88323606719985,1.42278542094572,0.994876361589395,0.450580657446794,2.05371658463382,0.34879773508439,6.33767834079671,1,6.33767834079671,1.25,14.1915025784539,1.40197937532076,1.40656249875,0.274397970351577,1.65999997,0.98000002,-0.015075,0.183903528356406,0.2947,-0.3811,2.67405580206618,0.5,2.72585166171861,0.83009385084643,5.79223132134759,1.35555269463632,0.051265625,0.172395897730878,0.6032,-0.1639,2.23663669852775,0.25,2.23663669852775,0.5,5.42978662472108,1.37723461163008,-0.087984375,0.383859309836278,0.5354,-0.9037,7.43214385924599,0.5,7.43214385924599,0.75,12.0900449126544,1.37723461163008,32,"Bike"
169,0.365759375,0.153824738686126,0.628,0.0867,2.08459803375135,0.25,2.16736245620407,0.614170529009983,4.84486881452945,1.32703754699428,-0.851103125,0.0935815445148792,-0.6475,-1.0309,1.25313239502048,0.25,1.25313239502048,0.5,2.94744727348938,1.41847044151603,0.329784375,0.106502128130714,0.4852,0.0996,2.00024272529266,0.25,2.00024272529266,0.5,3.35439438200102,1.32311711998613,-0.217875,0.888524429928995,1.7258,-1.5273,16.0567696429776,0.5,16.0573869077693,0.748181607569827,27.984993430051,1.3710021245047,-0.209696875,0.567760142725199,0.8356,-1.1362,7.17847266432537,0.5,7.18871473913684,0.718171241146237,17.8821913374732,1.34887490918946,0.0683375,0.56368344510933,1.4799,-1.0328,7.51136372695741,0.25,7.51136372695741,0.5,17.7537915409639,1.32755243830976,1.12616546179672,0.468635338492307,2.12077971746242,0.458331266662007,7.01010774940653,0.75,7.36092389714925,1.11435007389019,14.7601533813145,1.38448795990094,1.5971874796875,0.292202249132661,1.65999997,0,-0.046153125,0.243531961185697,0.3401,-0.683,3.31200913827013,0.5,3.54429108690354,0.90205275388528,7.67029031979885,1.37285647147353,-0.036390625,0.20152450640919,0.6032,-0.4314,2.22679948030688,0.25,2.22679948030688,0.5,6.34722220108923,1.42802858482321,-0.01956875,0.401929565678029,0.7957,-0.6284,6.20704291532753,0.5,6.22312011947469,0.718376601806113,12.6591862597878,1.42802858482321,32,"Bike"
171,0.289621875,0.152928034380871,0.6168,0.032,2.95884515278508,0.5,2.95884515278508,0.75,4.8166261874885,1.3251176517366,-0.91168125,0.0784284199538127,-0.7457,-1.0797,0.869114538584691,0.5,0.869114538584691,0.75,2.47018398505051,1.42416875724833,0.20829375,0.0883819385194261,0.4263,0.0513,1.35060804016171,0.5,1.46243893587434,0.998215736564653,2.78368031928955,1.36855406062471,-0.17379375,0.950807363528661,1.4984,-1.5273,18.6453147228976,0.5,18.6502298601082,0.745376472685573,29.9466586683723,1.30349695937125,-0.074121875,0.628564441603233,0.953,-1.1362,8.59638562627917,1,8.59638562627917,1.25,19.7972854500308,1.38361175784122,-0.01611875,0.67786052254442,1.4799,-1.3093,11.4814899503965,0.5,12.6736371904483,0.900796556195099,21.3499163679861,1.29981077873918,1.23980609354624,0.457205887234553,2.12077971746242,0.550341693859369,5.52309034507251,0.5,5.52309034507251,0.75,14.4001710245177,1.39180359874994,0.7781249859375,0.841632183594291,1.65999997,0,-0.01789375,0.259959619615519,0.4219,-0.683,4.05457673200859,0.5,4.49759634954537,0.915844943584151,8.18769636711084,1.3335239886236,-0.09323125,0.189071972023456,0.1655,-0.4314,2.17363880943485,0.5,2.33206306178399,1.03367923241003,5.95501678587055,1.41884106926879,0.070328125,0.483248432225066,0.7957,-0.8773,9.24537528295367,0.5,9.24537528295367,0.75,15.2204078417761,1.41884106926879,32,"Bike"
